"","X.1","X","Unique.IDs","Rank","Anime.Title","English.Title","Synonyms","Score","Scored.by","Type","Source","Episode.Count","Status","Aired.from","Aired.to","Airing.Duration..in.weeks.","Season","Release.Year","Broadcast.Day","Broadcast.JST","Producers","Licensors","Studio","Genre","Theme","Demographic","Duration.per.Episode","Rating","Popularity.Rank","Members","Favorites","Recommended.Votes","Reviews.received","Anime.URLs","Image.URLs","Percent.red","Percent.blue","Percent.green","Percent.white","Percent.black"
"406",406,406,1430,406,"Lupin III: Cagliostro no Shiro","Lupin III: The Castle of Cagliostro","Rupan Sansei",8.15,71574,"Movie","Manga",1,"Finished Airing","1979-12-15",NA,NA,NA,NA,NA,NA,"Streamline Pictures","Discotek Media, Manga Entertainment","Tokyo Movie Shinsha","Action",NA,"Seinen","1 hr 39 min","PG-13 - Teens 13 or older",1826,113079,1330,39,42,"https://myanimelist.net/anime/1430/Lupin_III__Cagliostro_no_Shiro","https://cdn.myanimelist.net/r/50x70/images/anime/5/26182.jpg?s=668792062ba78b90a582b6b7d80ead61",0.38083945314678,0.314608772601939,0.304551774251281,0.623714285714286,0.376285714285714
"407",407,407,9890,407,"Major: Message",NA,"Major OVA",8.15,17299,"OVA","Manga",1,"Finished Airing","2010-12-17",NA,NA,NA,NA,NA,NA,"None found, add some",NA,"SynergySP",NA,NA,"Shounen","24 min","PG-13 - Teens 13 or older",3893,30067,61,3,3,"https://myanimelist.net/anime/9890/Major__Message","https://cdn.myanimelist.net/r/50x70/images/anime/11/75219.jpg?s=f6a85aa6849a900d3f6d7266341e22bb",0.316484837936407,0.323711046589821,0.359804115473772,0.816571428571429,0.183428571428571
"408",408,408,42894,408,"Natsume Yuujinchou: Ishi Okoshi to Ayashiki Raihousha","Natsume's Book of Friends: The Waking Rock and the Strange Visitor",NA,8.15,9674,"Movie","Manga",1,"Finished Airing","2021-01-16",NA,NA,NA,NA,NA,NA,"Aniplex",NA,"Shuka","Drama","Iyashikei, Mythology","Shoujo","51 min","PG-13 - Teens 13 or older",3669,33759,103,4,5,"https://myanimelist.net/anime/42894/Natsume_Yuujinchou__Ishi_Okoshi_to_Ayashiki_Raihousha","https://cdn.myanimelist.net/r/50x70/images/anime/1992/111560.jpg?s=d128b6a08b242a8f7ceb4ebd98e9726e",0.440222432307088,0.35832092147979,0.201456646213122,0.540285714285714,0.459714285714286
"409",409,409,30503,409,"Noragami Aragoto","Noragami Aragoto",NA,8.15,876548,"TV","Manga",13,"Finished Airing","2015-10-03","2015-12-26",12,"Fall",2015,"Saturday","01:05","Dentsu, Shochiku, Kodansha, Ai Addiction, Avex Pictures, A-Sketch","Funimation","Bones","Action",NA,"Shounen","24 min","PG-13 - Teens 13 or older",79,1421458,11489,76,85,"https://myanimelist.net/anime/30503/Noragami_Aragoto","https://cdn.myanimelist.net/r/50x70/images/anime/1689/94850.jpg?s=fab6fe8f945df387aa69be2dc6c48870",0.520393758137677,0.253700094769671,0.225906147092653,0.423142857142857,0.576857142857143
"410",410,410,28171,410,"Shokugeki no Souma","Food Wars! Shokugeki no Soma","Shokugeki no Soma, Food Wars: Shokugeki no Soma",8.15,979547,"TV","Manga",24,"Finished Airing","2015-04-04","2015-09-26",25,"Spring",2015,"Saturday","02:25","Dentsu, Frontier Works, Mainichi Broadcasting System, Magic Capsule, Warner Bros. Japan, KlockWorx, Showgate, Shueisha, I Will","Sentai Filmworks","J.C.Staff","Gourmet",NA,"Shounen","25 min","PG-13 - Teens 13 or older",58,1605789,23536,236,282,"https://myanimelist.net/anime/28171/Shokugeki_no_Souma","https://cdn.myanimelist.net/r/50x70/images/anime/3/72943.jpg?s=a93f0e87eb1a78ff9dd281cfbb236bbf",0.348690113970399,0.328412665669641,0.32289722035996,0.984285714285714,0.0157142857142857
"411",411,411,40784,411,"Wu Liuqi: Zui Qiang Fa Xing Shi","Scissor Seven (2019)","Killer Seven 2, Scissor Seven, Wu Liuqi`s Strongest Hair Stylist",8.15,41068,"ONA","Original",10,"Finished Airing","2019-10-23","2020-01-01",10,NA,NA,NA,NA,"AHA Entertainment",NA,"Sharefun Studio","Action","Martial Arts, Super Power",NA,"16 min","PG-13 - Teens 13 or older",2481,69694,526,11,11,"https://myanimelist.net/anime/40784/Wu_Liuqi__Zui_Qiang_Fa_Xing_Shi","https://cdn.myanimelist.net/r/50x70/images/anime/1756/104551.jpg?s=c86828d059249d3c6780f16b6b8a0b68",0.318213321763242,0.289031887259183,0.392754790977575,0.475428571428571,0.524571428571429
"412",412,412,34572,412,"Black Clover","Black Clover",NA,8.15,811019,"TV","Manga",170,"Finished Airing","2017-10-03","2021-03-30",182,"Fall",2017,"Tueday","18:25","TV Tokyo, Avex Pictures, Shueisha","Funimation, Crunchyroll","Pierrot","Action",NA,"Shounen","23 min","PG-13 - Teens 13 or older",61,1594174,45037,398,548,"https://myanimelist.net/anime/34572/Black_Clover","https://cdn.myanimelist.net/r/50x70/images/anime/2/88336.jpg?s=91adfb36d2c14c84ca2bd10489cdaad8",0.383885633627128,0.343169694880759,0.272944671492114,0.762285714285714,0.237714285714286
"413",413,413,53411,413,"Buddy Daddies",NA,NA,8.15,97295,"TV","Original",12,"Finished Airing","2023-01-07","2023-04-01",12,"Winter",2023,"Saturday","00:00","Aniplex, Movic, Nitroplus, Tokyo MX, Nagoya Broadcasting Network, BS11, Bit grooove promotion",NA,"P.A. Works","Action","Childcare, Organized Crime",NA,"24 min","PG-13 - Teens 13 or older",989,232624,2526,86,103,"https://myanimelist.net/anime/53411/Buddy_Daddies","https://cdn.myanimelist.net/r/50x70/images/anime/1553/133767.jpg?s=7fee0755ce971aa1873e8f7c3fe71b74",0.333853266763691,0.325980854037961,0.340165879198349,0.840857142857143,0.159142857142857
"414",414,414,28223,414,"Death Parade","Death Parade",NA,8.15,980988,"TV","Original",12,"Finished Airing","2015-01-10","2015-03-28",11,"Winter",2015,"Saturday","01:58","VAP, DAX Production, Nippon Television Network","Funimation","Madhouse","Drama","Adult Cast, High Stakes Game, Psychological",NA,"23 min","R - 17+ (violence & profanity)",48,1718296,27850,386,447,"https://myanimelist.net/anime/28223/Death_Parade","https://cdn.myanimelist.net/r/50x70/images/anime/5/71553.jpg?s=68833377dab9077cd7847c91eec46f08",0.330703869839306,0.309696067867343,0.35960006229335,0.620857142857143,0.379142857142857
"415",415,415,36370,415,"Ginga Eiyuu Densetsu: Die Neue These - Seiran 2","Legend of the Galactic Heroes: The New Thesis - Stellar War Part 2","Ginga Eiyuu Densetsu: Die Neue These 2nd Season",8.15,12244,"Movie","Novel",4,"Finished Airing","2019-10-25",NA,NA,NA,NA,NA,NA,"Shochiku",NA,"Production I.G","Drama","Adult Cast, Military, Space",NA,"25 min","R - 17+ (violence & profanity)",4311,24202,49,3,3,"https://myanimelist.net/anime/36370/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Seiran_2","https://cdn.myanimelist.net/r/50x70/images/anime/1215/103351.jpg?s=fb4a5cd2dbf793de406598bb3ed17756",0.31033706935343,0.302540045411522,0.387122885235048,0.370571428571429,0.629428571428571
"416",416,416,49053,416,"Given: Uragawa no Sonzai","given - on the other hand","Given OVA, Given OAD",8.15,33732,"OVA","Manga",1,"Finished Airing","2021-12-01",NA,NA,NA,NA,NA,NA,"Blue Lynx",NA,"Lerche","Boys Love","Music, School",NA,"22 min","PG-13 - Teens 13 or older",2243,82071,732,7,9,"https://myanimelist.net/anime/49053/Given__Uragawa_no_Sonzai","https://cdn.myanimelist.net/r/50x70/images/anime/1031/115154.jpg?s=f9c8695dff0c5c918932d400ce76827b",0.328589386398886,0.336276967396752,0.335133646204361,0.999714285714286,0.000285714285714334
"417",417,417,35110,417,"Haikyuu!! Movie 3: Sainou to Sense","Haikyu!! The Movie: Talent and Sense","High Kyuu!! Movie 3, Haikyuu!! Movie 3: Genius and Sense, Haikyuu!! Second Season Recap, Haikyuu!! Recap 3",8.15,32397,"Movie","Manga",1,"Finished Airing","2017-09-15",NA,NA,NA,NA,NA,NA,"None found, add some",NA,"Production I.G",NA,"School, Team Sports","Shounen","1 hr 29 min","PG-13 - Teens 13 or older",2217,83719,96,3,3,"https://myanimelist.net/anime/35110/Haikyuu_Movie_3__Sainou_to_Sense","https://cdn.myanimelist.net/r/50x70/images/anime/3/86069.jpg?s=6ca86e7eb619fc7ede123b1b61679b29",0.356580943708599,0.338125553325807,0.305293502965593,0.745714285714286,0.254285714285714
"418",418,418,37962,418,"IDOLiSH7 Second Beat!","IDOLiSH7 Second BEAT!","IDOLiSH7 2, Idolish Seven 2",8.15,10281,"TV","Game",15,"Finished Airing","2020-04-05","2020-12-27",38,"Spring",2020,"Sunday","23:00","Bandai Visual, Lantis, Bandai Namco Games",NA,"TROYCA",NA,"Idols (Male), Music",NA,"24 min","PG-13 - Teens 13 or older",3901,29949,382,14,15,"https://myanimelist.net/anime/37962/IDOLiSH7_Second_Beat","https://cdn.myanimelist.net/r/50x70/images/anime/1962/106361.jpg?s=72c260376006e892ba8e59e478be336d",0.300592222602503,0.340808124620896,0.358599652776601,0.948857142857143,0.0511428571428572
"419",419,419,46569,419,"Jigokuraku","Hell's Paradise","Paradition, Heavenhell",8.15,279327,"TV","Manga",13,"Finished Airing","2023-04-01","2023-07-01",13,"Spring",2023,"Saturday","23:00","Twin Engine",NA,"MAPPA","Action","Gore, Historical","Shounen","24 min","R - 17+ (violence & profanity)",360,574928,6572,75,135,"https://myanimelist.net/anime/46569/Jigokuraku","https://cdn.myanimelist.net/r/50x70/images/anime/1075/131925.jpg?s=a25317df8494d51a32e4bc6fe5b54bd6",0.406310806675784,0.314384937824656,0.279304255499559,0.781428571428571,0.218571428571429
"420",420,420,50325,420,"Kaguya-sama wa Kokurasetai: Ultra Romantic Teaser PV - Ishigami Yuu wa Kataritai","Kaguya-sama: Love is War - Ultra Romantic ""Yu Ishigami Wants to Chat""","Kaguya-sama: Love Is War -Ultra Romantic- Season 3 | Teaser Video - ""Yu Ishigami Wants to Chat""",8.15,28987,"ONA","Manga",1,"Finished Airing","2021-10-21",NA,NA,NA,NA,NA,NA,"Aniplex, Mainichi Broadcasting System, Magic Capsule, Shueisha, JR East Marketing & Communications","Aniplex of America","A-1 Pictures",NA,NA,"Seinen","9 min","PG-13 - Teens 13 or older",2845,54544,82,8,8,"https://myanimelist.net/anime/50325/Kaguya-sama_wa_Kokurasetai__Ultra_Romantic_Teaser_PV_-_Ishigami_Yuu_wa_Kataritai","https://cdn.myanimelist.net/r/50x70/images/anime/1265/119435.jpg?s=88c11eafe4e3b3bbc07350852cb44320",0.371975742933679,0.308241056157618,0.319783200908703,0.994,0.00600000000000001
"421",421,421,41361,421,"Eiga Daisuki Pompo-san","Pompo: The Cin̩phile",NA,8.14,11743,"Movie","Web manga",1,"Finished Airing","2021-06-04",NA,NA,NA,NA,NA,NA,"Shochiku, Movic, Studio Mausu, Avex Pictures, Kadokawa, Happinet Phantom Studios, Movie Walker","GKIDS","CLAP","Comedy",NA,NA,"1 hr 34 min","PG-13 - Teens 13 or older",3592,35385,351,16,25,"https://myanimelist.net/anime/41361/Eiga_Daisuki_Pompo-san","https://cdn.myanimelist.net/r/50x70/images/anime/1210/119193.jpg?s=a13e2f6bff3ca5bb7be53e27e6c04fa9",0.343278181760831,0.335419531091026,0.321302287148143,0.936857142857143,0.0631428571428572
"422",422,422,40421,422,"Given Movie",NA,"Eiga Given",8.14,120628,"Movie","Manga",1,"Finished Airing","2020-08-22",NA,NA,NA,NA,NA,NA,"Blue Lynx",NA,"Lerche","Boys Love",NA,NA,"59 min","PG-13 - Teens 13 or older",1022,225698,1552,31,49,"https://myanimelist.net/anime/40421/Given_Movie","https://cdn.myanimelist.net/r/50x70/images/anime/1648/111422.jpg?s=00a3bf59c82740d266a77ac58a1b29e1",0.26815067674246,0.340671953592587,0.391177369664953,0.973714285714286,0.0262857142857142
"423",423,423,36296,423,"Hinamatsuri (TV)","Hinamatsuri","Hina Festival",8.14,244813,"TV","Manga",12,"Finished Airing","2018-04-06","2018-06-22",11,"Spring",2018,"Friday","21:00","AT-X, Magic Capsule, Nippon Columbia, Kadokawa Media House, NTT Plala, Kadokawa, Akatsuki","Funimation","feel.","Comedy","Childcare, Organized Crime","Seinen","23 min","PG-13 - Teens 13 or older",422,496141,4346,97,111,"https://myanimelist.net/anime/36296/Hinamatsuri_TV","https://cdn.myanimelist.net/r/50x70/images/anime/1580/93526.jpg?s=c06205bfcf0edd59a8f98ed91617c31d",0.378511420683774,0.311287357085695,0.31020122223053,0.748571428571429,0.251428571428571
"424",424,424,3701,424,"Kaiba","Kaiba",NA,8.14,43585,"TV","Original",12,"Finished Airing","2008-04-11","2008-07-25",15,"Spring",2008,"Unknown",NA,"VAP, WOWOW","Discotek Media","Madhouse","Adventure",NA,NA,"24 min","R+ - Mild Nudity",1479,147974,3608,75,80,"https://myanimelist.net/anime/3701/Kaiba","https://cdn.myanimelist.net/r/50x70/images/anime/7/13193.jpg?s=d906e5574c1aebd02d48d3fe30073a70",0.417766862438377,0.385897908360972,0.196335229200651,0.688857142857143,0.311142857142857
"425",425,425,11597,425,"Nisemonogatari","Nisemonogatari","Impostory",8.14,424149,"TV","Light novel",11,"Finished Airing","2012-01-08","2012-03-18",10,"Winter",2012,"Sunday","00:00","Aniplex, Kodansha, Rakuonsha","Aniplex of America","Shaft","Comedy",NA,NA,"25 min","R - 17+ (violence & profanity)",260,718418,3887,91,115,"https://myanimelist.net/anime/11597/Nisemonogatari","https://cdn.myanimelist.net/r/50x70/images/anime/1044/103654.jpg?s=9fb0dbe56bcab572f3b019e51a2f3c60",0.376509938514041,0.299984227684455,0.323505833801503,0.917428571428571,0.0825714285714285
"426",426,426,4477,426,"Nodame Cantabile: Paris-hen",NA,"Nodame Cantabile Paris Chapter, Nodame Cantabile Pari-hen",8.14,74309,"TV","Manga",11,"Finished Airing","2008-10-10","2008-12-19",10,"Fall",2008,"Friday","00:45","Dentsu, Genco, SKY Perfect Well Think, Kodansha, Fuji TV, Asmik Ace, Sony Music Entertainment",NA,"J.C.Staff","Comedy","Adult Cast, Music","Josei","23 min","PG-13 - Teens 13 or older",1710,122826,284,17,18,"https://myanimelist.net/anime/4477/Nodame_Cantabile__Paris-hen","https://cdn.myanimelist.net/r/50x70/images/anime/4/11918.jpg?s=cab2acd88a6b535646895d7224eac860",0.26032843622995,0.367366047707262,0.372305516062787,0.825428571428571,0.174571428571429
"427",427,427,49521,427,"Non Non Biyori Nonstop: Bukatsu wo Ganbatta","Non Non Biyori Nonstop: Our Club Worked Hard","Non Non Biyori Nonstop Episode 13, Non Non Biyori Nonstop OVA",8.14,8401,"OVA","Manga",1,"Finished Airing","2022-03-23",NA,NA,NA,NA,NA,NA,"None found, add some","Sentai Filmworks","SILVER LINK.",NA,"CGDCT, Iyashikei","Seinen","22 min","PG-13 - Teens 13 or older",4816,18795,23,5,5,"https://myanimelist.net/anime/49521/Non_Non_Biyori_Nonstop__Bukatsu_wo_Ganbatta","https://cdn.myanimelist.net/r/50x70/images/anime/1984/120788.jpg?s=ac98869b1047f001f0c7e69cf475db9e",0.185196850092189,0.430723854635544,0.384079295272267,0.766285714285714,0.233714285714286
"428",428,428,721,428,"Princess Tutu","Princess Tutu",NA,8.14,64456,"TV","Original",38,"Finished Airing","2002-08-16","2003-05-23",40,"Summer",2002,"Friday","20:30","Memory-Tech, GANSIS, Marvelous AQL","ADV Films, Sentai Filmworks","Hal Film Maker","Comedy","Mahou Shoujo, Performing Arts",NA,"16 min","PG-13 - Teens 13 or older",1363,164850,4886,98,103,"https://myanimelist.net/anime/721/Princess_Tutu","https://cdn.myanimelist.net/r/50x70/images/anime/1145/93646.jpg?s=dfae25f7c84a94ddf46bb7641677b862",0.304483630369662,0.312798144292448,0.38271822533789,0.624857142857143,0.375142857142857
"429",429,429,50416,429,"Skip to Loafer","Skip and Loafer",NA,8.14,92887,"TV","Manga",12,"Finished Airing","2023-04-04","2023-06-20",11,"Spring",2023,"Tueday","23:00","Kodansha, Kansai Telecasting, Crunchyroll, A-Sketch, DMM pictures, DMM Music, NetEase",NA,"P.A. Works",NA,NA,"Seinen","23 min","PG-13 - Teens 13 or older",1079,213533,2302,60,65,"https://myanimelist.net/anime/50416/Skip_to_Loafer","https://cdn.myanimelist.net/r/50x70/images/anime/1518/138730.jpg?s=608a5a78716ee04c025c82cfd1e6f649",0.324992093077321,0.359518087705119,0.31548981921756,0.999714285714286,0.000285714285714334
"430",430,430,37430,430,"Tensei shitara Slime Datta Ken","That Time I Got Reincarnated as a Slime","TenSura",8.14,835762,"TV","Manga",24,"Finished Airing","2018-10-02","2019-03-19",24,"Fall",2018,"Tueday","00:00","Lantis, Kodansha, BS11, Bandai Namco Arts, Micro Magazine Publishing","Funimation","8bit","Action","Isekai, Reincarnation","Shounen","23 min","PG-13 - Teens 13 or older",88,1372903,28656,186,311,"https://myanimelist.net/anime/37430/Tensei_shitara_Slime_Datta_Ken","https://cdn.myanimelist.net/r/50x70/images/anime/1069/123309.jpg?s=889bd75b26641f8d1c90aae9e2aa62f9",0.297212135603729,0.326305131477835,0.376482732918436,0.874,0.126
"431",431,431,31715,431,"Working!!! Lord of the Takanashi",NA,"Working!!! Episode 14",8.14,57570,"Special","4-koma manga",1,"Finished Airing","2016-03-30",NA,NA,NA,NA,NA,NA,"None found, add some","Aniplex of America","A-1 Pictures","Comedy",NA,"Seinen","49 min","PG-13 - Teens 13 or older",1971,101104,212,11,11,"https://myanimelist.net/anime/31715/Working_Lord_of_the_Takanashi","https://cdn.myanimelist.net/r/50x70/images/anime/10/79375.jpg?s=b6451b63f1162d921bec3de79555eace",0.402757003348542,0.320451177822632,0.276791818828826,0.893142857142857,0.106857142857143
"432",432,432,51096,432,"Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season","Classroom of the Elite II","Classroom of the Elite 2nd Season, You-jitsu 2nd Season, You-zitsu 2nd Season",8.13,301601,"TV","Light novel",13,"Finished Airing","2022-07-04","2022-09-26",12,"Summer",2022,"Monday","21:00","Studio Hibari, Movic, AT-X, Sammy, Crunchyroll, Kadokawa Media House, Kadokawa, Bandai Namco Music Live",NA,"Lerche",NA,"Psychological, School",NA,"23 min","PG-13 - Teens 13 or older",376,554477,7800,46,96,"https://myanimelist.net/anime/51096/Youkoso_Jitsuryoku_Shijou_Shugi_no_Kyoushitsu_e_2nd_Season","https://cdn.myanimelist.net/r/50x70/images/anime/1010/124180.jpg?s=84b66443952abe4eec1c49804f3b7661",0.341866729108964,0.318723128913324,0.339410141977712,0.788285714285714,0.211714285714286
"433",433,433,39792,433,"Eizouken ni wa Te wo Dasu na!","Keep Your Hands Off Eizouken!","Hands off the Motion Pictures Club!",8.13,133422,"TV","Manga",12,"Finished Airing","2020-01-06","2020-03-23",11,"Winter",2020,"Monday","00:10","Warner Bros. Japan, Warner Music Japan, Shogakukan, NHK Enterprises","Sentai Filmworks","Science SARU","Adventure","Otaku Culture, School","Seinen","25 min","PG-13 - Teens 13 or older",697,324948,3983,96,111,"https://myanimelist.net/anime/39792/Eizouken_ni_wa_Te_wo_Dasu_na","https://cdn.myanimelist.net/r/50x70/images/anime/1680/110451.jpg?s=b46cc39fd7b6c384e672dbc12c8b464b",0.30897507643798,0.353743588556926,0.337281335005094,0.929714285714286,0.0702857142857143
"434",434,434,239,434,"Gankutsuou","Gankutsuou: The Count of Monte Cristo","The King of the Cavern",8.13,73213,"TV","Novel",24,"Finished Airing","2004-10-06","2005-03-30",25,"Fall",2004,"Tueday","02:12","GDH, TV Asahi, Media Factory, Sotsu Music Publishing","Funimation, Geneon Entertainment USA","Gonzo","Award Winning",NA,NA,"24 min","R - 17+ (violence & profanity)",943,244273,3851,114,130,"https://myanimelist.net/anime/239/Gankutsuou","https://cdn.myanimelist.net/r/50x70/images/anime/10/2235.jpg?s=447862e3f54cb465ab200a7800094a22",0.372517295088695,0.336530868891293,0.290951836020011,0.645428571428571,0.354571428571429
"435",435,435,25313,435,"Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru",NA,"Gintama: Jump Festa 2014 Special, Gintama OAD, Gintama OVA",8.13,18013,"Special","Manga",1,"Finished Airing","2015-04-03",NA,NA,NA,NA,NA,NA,"None found, add some",NA,"Sunrise","Action","Gag Humor, Historical, Parody, Samurai","Shounen","24 min","PG-13 - Teens 13 or older",3370,40258,72,3,3,"https://myanimelist.net/anime/25313/Gintama__Futon_ni_Haitte_kara_Buki_Nokoshi_ni_Kizuite_Neru_ni_Nerenai_Toki_mo_Aru","https://cdn.myanimelist.net/r/50x70/images/anime/1327/110925.jpg?s=2bcd76184f2ee8df08106d310efa7ffc",0.34397250229316,0.305693942647481,0.350333555059359,0.625142857142857,0.374857142857143
"436",436,436,50528,436,"Golden Kamuy 4th Season","Golden Kamuy Season 4",NA,8.13,25570,"TV","Manga",13,"Finished Airing","2022-10-03","2023-06-26",38,"Fall",2022,"Monday","23:00","NBCUniversal Entertainment Japan, Tokyo MX, Good Smile Company, Sammy, Shueisha, JR East Marketing & Communications, Twin Engine",NA,"Brain's Base","Action","Adult Cast, Historical, Military","Seinen","23 min","R - 17+ (violence & profanity)",2176,86404,562,3,4,"https://myanimelist.net/anime/50528/Golden_Kamuy_4th_Season","https://cdn.myanimelist.net/r/50x70/images/anime/1855/128059.jpg?s=2dffeb8a4e240cfc06e0db55cba8b444",0.40806021663301,0.325279970626032,0.266659812740958,0.382285714285714,0.617714285714286
"437",437,437,731,437,"Interstella5555: The 5tory of The 5ecret 5tar 5ystem",NA,"Interstellar 5555",8.13,42808,"Movie","Music",1,"Finished Airing","2003-12-01",NA,NA,NA,NA,NA,NA,"EMI",NA,"Toei Animation","Adventure","Adult Cast, Music",NA,"1 hr 5 min","G - All Ages",2431,72074,940,39,44,"https://myanimelist.net/anime/731/Interstella5555__The_5tory_of_The_5ecret_5tar_5ystem","https://cdn.myanimelist.net/r/50x70/images/anime/5/82786.jpg?s=cdb6197ce1ba4e20d689af114c50397e",0.354263569582046,0.307138402357569,0.338598028060385,0.205142857142857,0.794857142857143
"438",438,438,1604,438,"Katekyou Hitman Reborn!","Reborn!","Kateikyoushi Hitman Reborn!, Home Tutor Hitman Reborn!",8.13,257084,"TV","Manga",203,"Finished Airing","2006-10-07","2010-09-25",207,"Fall",2006,"Saturday","10:30","TV Tokyo, Dentsu, Marvelous Entertainment, Pony Canyon, d-rights","VIZ Media, Discotek Media","Artland","Action","Organized Crime, Super Power","Shounen","24 min","PG-13 - Teens 13 or older",380,548651,15905,183,212,"https://myanimelist.net/anime/1604/Katekyou_Hitman_Reborn","https://cdn.myanimelist.net/r/50x70/images/anime/13/80000.jpg?s=b52850d927668c7331d1d0807e20a886",0.394779327443606,0.316469239097707,0.288751433458687,0.791428571428571,0.208571428571429
"439",439,439,39592,439,"Kidou Senshi Gundam: The Origin - Zenya Akai Suisei","Mobile Suit Gundam: The Origin - Advent of the Red Comet","Mobile Suit Gundam: The Origin (TV)",8.13,9508,"TV","Manga",13,"Finished Airing","2019-04-29","2019-08-12",15,"Spring",2019,"Monday","Unknown","Sunrise Music",NA,"Sunrise","Action","Mecha, Military, Space","Shounen","25 min","PG-13 - Teens 13 or older",4549,21267,110,8,9,"https://myanimelist.net/anime/39592/Kidou_Senshi_Gundam__The_Origin_-_Zenya_Akai_Suisei","https://cdn.myanimelist.net/r/50x70/images/anime/1897/100015.jpg?s=16b51f847e166cc88b6c75bbcc18fe45",0.419520751957151,0.309564614902405,0.270914633140444,0.699428571428571,0.300571428571429
"440",440,440,35857,440,"Lupin III: Part 5","Lupin the Third Part 5","Lupin III: Part V, Lupin Sansei Part V, Lupin Sansei: Adventure in France",8.13,16101,"TV","Manga",24,"Finished Airing","2018-04-04","2018-09-19",24,"Spring",2018,"Wedneday","01:29","Nippon Television Network, TMS Music","Discotek Media","Telecom Animation Film","Action",NA,"Seinen","22 min","PG-13 - Teens 13 or older",3238,42876,386,16,20,"https://myanimelist.net/anime/35857/Lupin_III__Part_5","https://cdn.myanimelist.net/r/50x70/images/anime/1235/91028.jpg?s=7f5ba5d82e2cc03d4ea26e6a6bc498b3",0.349207380664333,0.342405309654455,0.308387309681212,0.946285714285714,0.0537142857142857
"441",441,441,12859,441,"One Piece Film: Z","One Piece Film Z","One Piece Movie 12",8.13,173225,"Movie","Manga",1,"Finished Airing","2012-12-15",NA,NA,NA,NA,NA,NA,"Shueisha","Funimation","Toei Animation","Action",NA,"Shounen","1 hr 47 min","PG-13 - Teens 13 or older",845,272484,608,15,21,"https://myanimelist.net/anime/12859/One_Piece_Film__Z","https://cdn.myanimelist.net/r/50x70/images/anime/6/44297.jpg?s=ab00c4fc2882d3bb72c1985ada0af886",0.487495187577534,0.309788467296916,0.202716345125551,0.624857142857143,0.375142857142857
"442",442,442,37078,442,"Quanzhi Gaoshou Specials","The King's Avatar (2018)","Quanzhi Gaoshou (2018), Quan Zhi Gao Shou, Full-Time Expert, Master of Skills, Quanzhi Gaoshou: Tebie Pian",8.13,53622,"ONA","Novel",3,"Finished Airing","2018-04-27","2018-05-11",2,NA,NA,NA,NA,"Tencent Animation & Comics, Tencent Penguin Pictures, China Literature Limited, Colored Pencil Animation Japan",NA,"Colored Pencil Animation",NA,NA,NA,"27 min","PG-13 - Teens 13 or older",1938,103638,358,11,13,"https://myanimelist.net/anime/37078/Quanzhi_Gaoshou_Specials","https://cdn.myanimelist.net/r/50x70/images/anime/1825/91514.jpg?s=6cf62c87be0c81e7d5bcd2da118dcb78",0.288934301499153,0.320848147630965,0.390217550869882,0.637714285714286,0.362285714285714
"443",443,443,1827,443,"Seirei no Moribito","Moribito - Guardian of the Spirit","Guardian of the Sacred Spirit",8.13,75723,"TV","Novel",26,"Finished Airing","2007-04-07","2007-09-29",25,"Spring",2007,"Saturday","08:06","Geneon Universal Entertainment, Dentsu, NHK Enterprises","VIZ Media, Media Blasters, Sentai Filmworks, Geneon Entertainment USA","Production I.G","Action",NA,NA,"25 min","PG-13 - Teens 13 or older",1075,214357,2694,74,86,"https://myanimelist.net/anime/1827/Seirei_no_Moribito","https://cdn.myanimelist.net/r/50x70/images/anime/4/50337.jpg?s=28b92b1f8b65ee90d31b996390e7b1a7",0.328080437826143,0.335001145475371,0.336918416698486,0.544285714285714,0.455714285714286
"444",444,444,10153,444,"Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's","Magical Girl Lyrical Nanoha: The Movie 2nd A's",NA,8.12,10488,"Movie","Original",1,"Finished Airing","2012-07-14",NA,NA,NA,NA,NA,NA,"Good Smile Company",NA,"Seven Arcs","Action",NA,NA,"2 hr 29 min","R+ - Mild Nudity",4363,23507,194,8,9,"https://myanimelist.net/anime/10153/Mahou_Shoujo_Lyrical_Nanoha__The_Movie_2nd_As","https://cdn.myanimelist.net/r/50x70/images/anime/1511/94432.jpg?s=c84995b4bab7426ba200f7cea33ede8f",0.35458279671535,0.310636249345284,0.334780953939366,0.807714285714286,0.192285714285714
"445",445,445,15323,445,"One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna","One Piece: Episode of Nami - Tears of a Navigator and the Bonds of Friends","One Piece Special, Episode of Nami: Tears of a Navigator and the Bonds of Friends",8.12,37634,"Special","Manga",1,"Finished Airing","2012-08-25",NA,NA,NA,NA,NA,NA,"Fuji TV",NA,"Toei Animation","Action",NA,"Shounen","1 hr 46 min","PG-13 - Teens 13 or older",2517,68133,86,10,12,"https://myanimelist.net/anime/15323/One_Piece__Episode_of_Nami_-_Koukaishi_no_Namida_to_Nakama_no_Kizuna","https://cdn.myanimelist.net/r/50x70/images/anime/5/41415.jpg?s=a361909199c47e119eae1657912630dc",0.342255250345786,0.333797804698566,0.323946944955648,0.877428571428571,0.122571428571429
