"Unique.IDs","Rank","Anime.Title","English.Title","Synonyms","Score","Scored.by","Type","Source","Episode.Count","Status","Aired.from","Aired.to","Airing.Duration..in.weeks.","Season","Release.Year","Broadcast.Day","Broadcast.JST","Producers","Licensors","Studio","Genre","Theme","Demographic","Duration.per.Episode","Rating","Popularity.Rank","Members","Favorites","Recommended.Votes","Reviews.received","Anime.URLs","Image.URLs"
40956,916,"Enen no Shouboutai: Ni no Shou","Fire Force Season 2","Enen no Shouboutai 2nd Season, Fire Force 2nd Season",7.81,386626,"TV","Manga",24,"Finished Airing",2020-07-04,2020-12-12,23,"Summer","2020","Saturday","01:55","Mainichi Broadcasting System, Kodansha, bilibili, DMM pictures, DMM Music","Funimation","David Production","Action, Fantasy, Sci-Fi",NA,"Shounen","24 min","PG-13 - Teens 13 or older",250,734806,2784,41,73,"https://myanimelist.net/anime/40956/Enen_no_Shouboutai__Ni_no_Shou","https://cdn.myanimelist.net/r/50x70/images/anime/1673/107657.jpg?s=4acf01a0c3b27772cd47bc22f9ec46ef"
28669,917,"Go! Princess Precure","Go! Princess Pretty Cure",NA,7.81,6557,"TV","Original",50,"Finished Airing",2015-02-01,2016-01-31,52,"Winter","2015","Sunday","08:30","None found, add some",NA,"Toei Animation","Action, Comedy, Fantasy","Mahou Shoujo, School",NA,"24 min","G - All Ages",4939,17593,313,12,15,"https://myanimelist.net/anime/28669/Go_Princess_Precure","https://cdn.myanimelist.net/r/50x70/images/anime/10/88625.jpg?s=c1b8cdd6cdf7f497dba30e433e532d09"
4872,918,"Goku Sayonara Zetsubou Sensei","Goodbye Mr. Despair OAD","Sayonara Zetsubou Sensei OAD, Goodbye Mr. Despair OVA, GSZS",7.81,30441,"OVA","Manga",3,"Finished Airing",2008-10-17,2009-02-17,17.57,NA,NA,NA,NA,"None found, add some",NA,"Shaft",NA,"Gag Humor, Parody, School","Shounen","25 min","R - 17+ (violence & profanity)",2613,63806,86,1,1,"https://myanimelist.net/anime/4872/Goku_Sayonara_Zetsubou_Sensei","https://cdn.myanimelist.net/r/50x70/images/anime/10/14336.jpg?s=37a5b19efe5d25113401ddf442be4738"
9563,919,"Hidamari Sketch x ☆☆☆ Specials",NA,"Hidamari Sketch x âââ Tokubetsu-hen, Hidamari Sketch x Hoshi Mittsu",7.81,7366,"Special","4-koma manga",2,"Finished Airing",2010-10-23,2010-10-30,1,NA,NA,NA,NA,"Aniplex, Lantis, TBS, Movic, Houbunsha","Sentai Filmworks","Shaft",NA,"CGDCT, Iyashikei, School, Visual Arts",NA,"24 min","PG-13 - Teens 13 or older",5260,14781,10,1,1,"https://myanimelist.net/anime/9563/Hidamari_Sketch_x_☆☆☆_Specials","https://cdn.myanimelist.net/r/50x70/images/anime/3/26476.jpg?s=c0fec4e38968b136e36ce569624b9a6b"
2762,920,"Igano Kabamaru",NA,"Iga no Kabamaru, Ninja Boy",7.81,4109,"TV","Manga",24,"Finished Airing",1983-10-20,1984-03-29,23,"Fall","1983","Thurday","19:00","TOHO",NA,"Group TAC","Action, Adventure, Comedy, Romance",NA,"Shoujo","23 min","PG-13 - Teens 13 or older",5945,10883,133,2,3,"https://myanimelist.net/anime/2762/Igano_Kabamaru","https://cdn.myanimelist.net/r/50x70/images/anime/9/62909.jpg?s=66a4328a799236f725538f90b90edc06"
253,921,"Jungle wa Itsumo Hare nochi Guu","HarÃ©+Guu","Jungle wa Itsumo Hale Nochi Guu, Hare+Guu",7.81,14142,"TV","Manga",26,"Finished Airing",2001-04-03,2001-09-25,25,"Spring","2001","Tueday","18:00","Bandai Visual, Sotsu","Funimation, AN Entertainment","Shin-Ei Animation","Comedy, Slice of Life","Gag Humor, School","Shounen","23 min","PG-13 - Teens 13 or older",3672,33681,411,8,9,"https://myanimelist.net/anime/253/Jungle_wa_Itsumo_Hare_nochi_Guu","https://cdn.myanimelist.net/r/50x70/images/anime/10/24555.jpg?s=77ce2528f20fb0caf216badd1ed12220"
38850,922,"Star☆Twinkle Precure: Hoshi no Uta ni Omoi wo Komete",NA,NA,7.81,1449,"Movie","Original",1,"Finished Airing",2019-10-19,NA,NA,NA,NA,NA,NA,"None found, add some",NA,"Toei Animation","Action, Fantasy",NA,NA,"1 hr 12 min","G - All Ages",8929,3813,17,2,4,"https://myanimelist.net/anime/38850/Star☆Twinkle_Precure__Hoshi_no_Uta_ni_Omoi_wo_Komete","https://cdn.myanimelist.net/r/50x70/images/anime/1324/101596.jpg?s=e45d23b0730e728b13c3d0c4b28fd299"
49893,923,"Kobayashi-san Chi no Maid Dragon S: Nippon no Omotenashi - Attend wa Dragon desu","Miss Kobayashi's Dragon Maid S: Japanese Hospitality (The Attendant is a Dragon)","Miss Kobayashi's Dragon Maid S Special",7.81,27951,"Special","Manga",1,"Finished Airing",2022-01-19,NA,NA,NA,NA,NA,NA,"None found, add some",NA,"Kyoto Animation","Fantasy, Slice of Life",NA,NA,"23 min","PG-13 - Teens 13 or older",2469,70115,290,5,8,"https://myanimelist.net/anime/49893/Kobayashi-san_Chi_no_Maid_Dragon_S__Nippon_no_Omotenashi_-_Attend_wa_Dragon_desu","https://cdn.myanimelist.net/r/50x70/images/anime/1557/137227.jpg?s=84592a1903d7181517b1b07cd35e3938"
32871,924,"Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou","Winter Cup Highlights Episode 3 â Winter Cup Highlights -Crossing the Door-","Kuroko's Basketball Movie 3: Winter Cup Highlights - Crossing the Door",7.81,15219,"Movie","Manga",1,"Finished Airing",2016-12-03,NA,NA,NA,NA,NA,NA,"None found, add some",NA,"Production I.G","Comedy, Sports",NA,"Shounen","1 hr 28 min","PG-13 - Teens 13 or older",3342,40698,36,3,3,"https://myanimelist.net/anime/32871/Kuroko_no_Basket_Movie_3__Winter_Cup_-_Tobira_no_Mukou","https://cdn.myanimelist.net/r/50x70/images/anime/7/80729.jpg?s=6618d5f11807829ae13e9ed32312897f"
33489,925,"Little Witch Academia (TV)","Little Witch Academia",NA,7.81,308976,"TV","Original",25,"Finished Airing",2017-01-09,2017-06-26,24,"Winter","2017","Monday","00:00","Ultra Super Pictures, TOHO animation, Good Smile Company",NA,"Trigger","Adventure, Comedy, Fantasy",NA,NA,"24 min","G - All Ages",321,627560,7491,153,178,"https://myanimelist.net/anime/33489/Little_Witch_Academia_TV","https://cdn.myanimelist.net/r/50x70/images/anime/13/83934.jpg?s=de76306a5e67d43ffefe96cebf20218c"
40082,926,"Lupin III: The First","Lupin the 3rd: The First","Lupin Sansei: The First",7.81,16354,"Movie","Manga",1,"Finished Airing",2019-12-06,NA,NA,NA,NA,NA,NA,"TOHO, HOTZIPANG, Abe Shuuji Jimusho","GKIDS","TMS Entertainment, Marza Animation Planet","Action, Adventure, Comedy, Mystery",NA,"Seinen","1 hr 32 min","PG-13 - Teens 13 or older",3830,31157,163,25,27,"https://myanimelist.net/anime/40082/Lupin_III__The_First","https://cdn.myanimelist.net/r/50x70/images/anime/1572/108506.jpg?s=f4879f58f97efecdc88951d3aebd497f"
23293,927,"Lupin the IIIrd: Jigen Daisuke no Bohyou","Lupin the Third: Jigen's Gravestone","Lupin the Third: Jigen Daisuke no Bohyou, Lupin the Third: Daisuke Jigen's Gravestone, Lupin the 3rd: Jigen's Grave Marker",7.81,13243,"Movie","Manga",1,"Finished Airing",2014-06-21,NA,NA,NA,NA,NA,NA,"TMS Entertainment, TMS Music","Discotek Media","Telecom Animation Film","Action, Adventure, Drama",NA,"Seinen","51 min","R+ - Mild Nudity",3998,28394,89,8,10,"https://myanimelist.net/anime/23293/Lupin_the_IIIrd__Jigen_Daisuke_no_Bohyou","https://cdn.myanimelist.net/r/50x70/images/anime/12/69457.jpg?s=59c8a66b0997111d2e0228a139328ca2"
34745,928,"Mahoujin Guruguru (2017)","Magical Circle",NA,7.81,10138,"TV","Manga",24,"Finished Airing",2017-07-11,2017-12-20,23.14,"Summer","2017","Wedneday","01:35","TV Tokyo, Square Enix, Lantis, Kadokawa Shoten, AT-X, Magic Capsule, Sony Music Communications",NA,"Production I.G","Adventure, Comedy, Fantasy",NA,"Shounen","24 min","PG-13 - Teens 13 or older",3742,32474,246,16,17,"https://myanimelist.net/anime/34745/Mahoujin_Guruguru_2017","https://cdn.myanimelist.net/r/50x70/images/anime/1880/103168.jpg?s=1ab48059c59133977ea6add833cc19a4"
49784,929,"Mairimashita! Iruma-kun 3rd Season","Welcome to Demon School! Iruma-kun Season 3","Welcome to Demon School! Iruma-kun 3rd Season",7.81,68417,"TV","Manga",21,"Finished Airing",2022-10-08,2023-03-04,21,"Fall","2022","Saturday","18:25","NHK, NHK Enterprises",NA,"Bandai Namco Pictures","Comedy, Fantasy","Isekai, Mythology, School","Shounen","24 min","PG-13 - Teens 13 or older",1319,172252,1201,11,21,"https://myanimelist.net/anime/49784/Mairimashita_Iruma-kun_3rd_Season","https://cdn.myanimelist.net/r/50x70/images/anime/1688/128720.jpg?s=c4cbe566c6429b360e519a2fccdfb051"
1729,930,"Maria-sama ga Miteru 3rd","Maria Watches Over Us 3rd","MariMite OVA, La Vierge Marie Vous Regarde, The Virgin Mary is Watching You",7.81,10232,"OVA","Light novel",5,"Finished Airing",2006-12-29,2007-07-25,29.71,NA,NA,NA,NA,"None found, add some","Nozomi Entertainment","Studio Deen","Drama, Girls Love",NA,"Shoujo","50 min","PG-13 - Teens 13 or older",4449,22366,91,8,8,"https://myanimelist.net/anime/1729/Maria-sama_ga_Miteru_3rd","https://cdn.myanimelist.net/r/50x70/images/anime/6/75209.jpg?s=2f4535bfc501f9dcd9cb45ea7e36aec3"
50739,931,"Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken","The Angel Next Door Spoils Me Rotten",NA,7.81,136005,"TV","Light novel",12,"Finished Airing",2023-01-07,2023-03-25,11,"Winter","2023","Saturday","22:30","Pony Canyon, Movic, TOHO animation, Tokyo MX, Good Smile Company, Pia, SB Creative",NA,"Project No.9",NA,NA,NA,"23 min","PG-13 - Teens 13 or older",865,265383,4157,72,161,"https://myanimelist.net/anime/50739/Otonari_no_Tenshi-sama_ni_Itsunomanika_Dame_Ningen_ni_Sareteita_Ken","https://cdn.myanimelist.net/r/50x70/images/anime/1240/133638.jpg?s=125cbf04d29d258bd0fb1de252fc7824"
36796,932,"Owarimonogatari 2nd Season Recaps","Owarimonogatari Second Season Recaps","Owarimonogatari Episode 0.5, Owari ni Mukau Monogatari, Owarimonogatari Episode 4.5, Araragi Koyomi no Monogatari",7.81,9048,"Special","Light novel",2,"Finished Airing",2017-08-12,2017-08-13,0.14,NA,NA,NA,NA,"None found, add some",NA,"Shaft","Comedy, Mystery, Supernatural",NA,NA,"25 min","R - 17+ (violence & profanity)",4210,25466,42,0,0,"https://myanimelist.net/anime/36796/Owarimonogatari_2nd_Season_Recaps","https://cdn.myanimelist.net/r/50x70/images/anime/9/88962.jpg?s=e74dbcb0e1267609b245497f13a3b2c5"
36106,933,"Shingeki no Kyojin: Lost Girls","Attack on Titan: Lost Girls",NA,7.81,152047,"OVA","Novel",3,"Finished Airing",2017-12-08,2018-08-09,34.86,NA,NA,NA,NA,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Pony Canyon Enterprises",NA,"Wit Studio","Action, Drama",NA,NA,"25 min","R - 17+ (violence & profanity)",768,297193,547,12,12,"https://myanimelist.net/anime/36106/Shingeki_no_Kyojin__Lost_Girls","https://cdn.myanimelist.net/r/50x70/images/anime/3/89417.jpg?s=3975da7b64ca5a7664fcea7fbd68f47a"
1172,934,"Slayers Try",NA,NA,7.81,29359,"TV","Light novel",26,"Finished Airing",1997-04-04,1997-09-26,25,"Spring","1997","Friday","18:30","SoftX","Funimation, Central Park Media","E&G Films","Action, Adventure, Comedy, Fantasy",NA,NA,"23 min","PG-13 - Teens 13 or older",2857,54114,226,5,5,"https://myanimelist.net/anime/1172/Slayers_Try","https://cdn.myanimelist.net/r/50x70/images/anime/10/50875.jpg?s=12e07d745d78a7b8e013e801dca8e03c"
16916,935,"Kuroko no Basket: Tip Off","Kuroko's Basketball: Tip Off","Kuroko no Basket Special, Kuroko no Basket Episode 22.5",7.8,56102,"Special","Manga",1,"Finished Airing",2013-02-22,NA,NA,NA,NA,NA,NA,"Bandai Visual, Lantis",NA,"Production I.G",NA,"School, Team Sports","Shounen","23 min","PG-13 - Teens 13 or older",1947,102649,86,6,7,"https://myanimelist.net/anime/16916/Kuroko_no_Basket__Tip_Off","https://cdn.myanimelist.net/r/50x70/images/anime/10/76803.jpg?s=32883fa9a5a1ec1505e59d17b5777745"
14349,936,"Little Witch Academia",NA,"Wakate Animator Ikusei Project, 2012 Young Animator Training Project, Anime Mirai 2012, LWA",7.8,172971,"Movie","Original",1,"Finished Airing",2013-03-02,NA,NA,NA,NA,NA,NA,"Half H.P Studio, Ultra Super Pictures",NA,"Trigger","Adventure, Comedy, Fantasy",NA,NA,"26 min","PG-13 - Teens 13 or older",742,307498,1326,40,48,"https://myanimelist.net/anime/14349/Little_Witch_Academia","https://cdn.myanimelist.net/r/50x70/images/anime/2/42989.jpg?s=c45b9341254da060ab4161472d5f06a1"
4472,937,"Lucky☆Star: Original na Visual to Animation","LuckyâStar OVA","Lucky Star OVA",7.8,76558,"OVA","4-koma manga",1,"Finished Airing",2008-09-26,NA,NA,NA,NA,NA,NA,"Kadokawa Shoten, Movic, KlockWorx","Funimation, Bandai Entertainment","Kyoto Animation",NA,"CGDCT, School, Video Game",NA,"42 min","PG-13 - Teens 13 or older",1623,130941,206,10,14,"https://myanimelist.net/anime/4472/Lucky☆Star__Original_na_Visual_to_Animation","https://cdn.myanimelist.net/r/50x70/images/anime/1475/99189.jpg?s=51ff812f5ab0954569c569265a788ca3"
22097,938,"Magi: Sinbad no Bouken",NA,"Magi: Adventure of Sinbad OVA",7.8,61728,"OVA","Manga",5,"Finished Airing",2014-05-14,2015-07-15,61,NA,NA,NA,NA,"Aniplex, Shogakukan",NA,"Lay-duce","Action, Adventure, Fantasy",NA,"Shounen","24 min","PG-13 - Teens 13 or older",1613,132399,246,2,2,"https://myanimelist.net/anime/22097/Magi__Sinbad_no_Bouken","https://cdn.myanimelist.net/r/50x70/images/anime/13/60471.jpg?s=28b6e03baaad15ee0e0580ea6983d090"
28881,939,"New Initial D Movie: Legend 2 - Tousou","Initial D Legend 2 Racer","Shin Gekijouban Initial D: Legend 2 - Tousou",7.8,14269,"Movie","Manga",1,"Finished Airing",2015-05-23,NA,NA,NA,NA,NA,NA,"Shochiku, Kodansha, Ultra Super Pictures, Avex Pictures, Sammy","Sentai Filmworks","SANZIGEN, LIDENFILMS",NA,NA,"Seinen","1 hr 1 min","PG-13 - Teens 13 or older",3929,29388,47,2,2,"https://myanimelist.net/anime/28881/New_Initial_D_Movie__Legend_2_-_Tousou","https://cdn.myanimelist.net/r/50x70/images/anime/6/72246.jpg?s=902512162bda38585db5c78e8b283447"
8038,940,"Nodame Cantabile: Finale - Mine to Kiyora no Saikai",NA,"Nodame Cantabile Third Season Special, Nodame Cantabile Season 3 Special, Nodame Cantabile Finale Episode 00, Mine to Kiyora no Saikai",7.8,22356,"Special","Manga",1,"Finished Airing",2010-04-07,NA,NA,NA,NA,NA,NA,"None found, add some",NA,"J.C.Staff","Comedy, Romance","Adult Cast, Music","Josei","25 min","PG-13 - Teens 13 or older",3208,43633,36,1,1,"https://myanimelist.net/anime/8038/Nodame_Cantabile__Finale_-_Mine_to_Kiyora_no_Saikai","https://cdn.myanimelist.net/r/50x70/images/anime/8/19590.jpg?s=bd83f9c69793e6967a103024fdc46892"
42670,941,"Princess Connect! Re:Dive Season 2",NA,"Princess Connect! Re:Dive 2nd Season, Priconne 2nd Season",7.8,43105,"TV","Game",12,"Finished Airing",2022-01-11,2022-03-29,11,"Winter","2022","Tueday","00:00","WOWOW, Nippon Columbia, Tokyo MX, BS11, Cygames",NA,"CygamesPictures","Adventure, Comedy, Fantasy, Gourmet",NA,NA,"23 min","PG-13 - Teens 13 or older",1730,121030,815,20,29,"https://myanimelist.net/anime/42670/Princess_Connect_Re_Dive_Season_2","https://cdn.myanimelist.net/r/50x70/images/anime/1906/117145.jpg?s=e7833d40d1800f158e0294583af4e3f8"
15771,942,"Saint☆Oniisan (Movie)","SaintâYoung Men (Movie)","SaintâOnii-san (Movie), Saint Onii-san (Movie)",7.8,42697,"Movie","Manga",1,"Finished Airing",2013-05-10,NA,NA,NA,NA,NA,NA,"Aniplex, Kodansha, TOHO",NA,"A-1 Pictures","Comedy, Slice of Life",NA,"Seinen","1 hr 29 min","PG-13 - Teens 13 or older",2068,94103,460,15,22,"https://myanimelist.net/anime/15771/Saint☆Oniisan_Movie","https://cdn.myanimelist.net/r/50x70/images/anime/7/48723.jpg?s=a69123f5ba6ee73bd5ced9a99e652b6e"
21185,943,"Baby Steps",NA,"Baby Steps",7.8,73345,"TV","Manga",25,"Finished Airing",2014-04-06,2014-09-21,24,"Spring","2014","Unknown",NA,"NHK",NA,"Pierrot",NA,NA,"Shounen","24 min","PG-13 - Teens 13 or older",1504,144794,846,35,38,"https://myanimelist.net/anime/21185/Baby_Steps","https://cdn.myanimelist.net/r/50x70/images/anime/5/63361.jpg?s=96eda98ed145f8e11ea20f7fc54c9641"
40935,944,"Beastars 2nd Season",NA,NA,7.8,216783,"TV","Manga",12,"Finished Airing",2021-01-07,2021-03-25,11,"Winter","2021","Thurday","00:55","Movic, Fuji TV, Bandai, BS Fuji, TOHO animation, Q-Tec, Akita Shoten, Hakuhodo DY Media Partners, Bandai Spirits, Toho Music",NA,"Orange",NA,"Anthropomorphic, Psychological, School","Shounen","22 min","R - 17+ (violence & profanity)",512,424275,2164,51,77,"https://myanimelist.net/anime/40935/Beastars_2nd_Season","https://cdn.myanimelist.net/r/50x70/images/anime/1097/109646.jpg?s=e4d97ffcb0878461957f82f039086d2d"
1472,945,"City Hunter 3",NA,NA,7.8,8721,"TV","Manga",13,"Finished Airing",1989-10-15,1990-01-21,14,"Fall","1989","Unknown",NA,"None found, add some","ADV Films, Discotek Media","Sunrise","Action, Comedy, Mystery",NA,"Shounen","24 min","PG-13 - Teens 13 or older",4575,21026,48,2,3,"https://myanimelist.net/anime/1472/City_Hunter_3","https://cdn.myanimelist.net/r/50x70/images/anime/1147/94393.jpg?s=7746a11143e7bc630b1ea065fde54aed"
1366,946,"Detective Conan Movie 07: Crossroad in the Ancient Capital",NA,"Meitantei Conan: Meikyuu no Crossroad",7.8,29995,"Movie","Manga",1,"Finished Airing",2003-04-19,NA,NA,NA,NA,NA,NA,"None found, add some",NA,"TMS Entertainment","Adventure, Comedy, Mystery",NA,"Shounen","1 hr 48 min","PG-13 - Teens 13 or older",2968,50727,35,4,4,"https://myanimelist.net/anime/1366/Detective_Conan_Movie_07__Crossroad_in_the_Ancient_Capital","https://cdn.myanimelist.net/r/50x70/images/anime/10/20984.jpg?s=3739de34751f78b4d38c1b5d35fe69b4"
39938,947,"Inu-Ou","Inu-Oh",NA,7.8,6568,"Movie","Novel",1,"Finished Airing",2022-05-28,NA,NA,NA,NA,NA,NA,"Asmik Ace, Tohokushinsha Film Corporation","GKIDS","Science SARU","Award Winning, Fantasy","Historical, Music, Performing Arts",NA,"1 hr 37 min","R - 17+ (violence & profanity)",4309,24212,148,15,16,"https://myanimelist.net/anime/39938/Inu-Ou","https://cdn.myanimelist.net/r/50x70/images/anime/1682/121461.jpg?s=a56a06c5bfdb02ad96e6e5ca4fd1ce02"
451,948,"InuYasha Movie 3: Tenka Hadou no Ken","InuYasha the Movie 3: Swords of an Honorable Ruler","Inu Yasha: Tenka Hadou no Ken, InuYasha: The Sword of the World Conquest, The Sword That Rules Over the Empires",7.8,53060,"Movie","Manga",1,"Finished Airing",2003-12-20,NA,NA,NA,NA,NA,NA,"Kyoto Animation, Shogakukan-Shueisha Productions, Yomiuri Telecasting, Nippon Television Network","VIZ Media","Sunrise","Action, Adventure, Fantasy, Romance","Historical, Mythology, Time Travel","Shounen","1 hr 38 min","PG-13 - Teens 13 or older",1990,99773,209,12,12,"https://myanimelist.net/anime/451/InuYasha_Movie_3__Tenka_Hadou_no_Ken","https://cdn.myanimelist.net/r/50x70/images/anime/1658/95332.jpg?s=4ba04578f65fd23167b5dcc5c35acce2"
12413,949,"Jormungand","Jormungand",NA,7.8,149502,"TV","Manga",12,"Finished Airing",2012-04-11,2012-06-27,11,"Spring","2012","Wedneday","00:30","Geneon Universal Entertainment, Shogakukan-Shueisha Productions","Funimation","White Fox","Action, Adventure",NA,"Seinen","24 min","R+ - Mild Nudity",636,354120,3013,52,80,"https://myanimelist.net/anime/12413/Jormungand","https://cdn.myanimelist.net/r/50x70/images/anime/11/73280.jpg?s=13045ad6848568c04fe978a66cbf9b2e"
202,950,"Wolf's Rain","Wolf's Rain","Wolf Rain",7.8,130854,"TV","Original",26,"Finished Airing",2003-01-07,2003-07-29,29,"Winter","2003","Tueday","02:10","Bandai Visual, Asatsu DK, Fuji TV","Funimation, Bandai Entertainment","Bones","Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",NA,NA,"23 min","PG-13 - Teens 13 or older",706,322516,5681,81,96,"https://myanimelist.net/anime/202/Wolfs_Rain","https://cdn.myanimelist.net/r/50x70/images/anime/5/59403.jpg?s=3cf741ddf8493bd1e2bfc3632a763759"
37936,951,"Wu Shan Wu Xing (2020)","Fog Hill of Five Elements","Wushan Wuxing, Fog Hill of the Five Elements, Five Elements in the Misty Mountain",7.8,17427,"ONA","Original",3,"Finished Airing",2020-07-26,2020-08-09,2,NA,NA,NA,NA,"bilibili",NA,"Nice Boat Animation, Samsara Animation Studio","Action, Fantasy","Historical, Martial Arts",NA,"26 min","R - 17+ (violence & profanity)",2859,54077,368,19,22,"https://myanimelist.net/anime/37936/Wu_Shan_Wu_Xing_2020","https://cdn.myanimelist.net/r/50x70/images/anime/1141/112764.jpg?s=c26224410213ae23f986a26b5719e71e"
45055,952,"Taishou Otome Otogibanashi","Taisho Otome Fairy Tale","Taishou Maiden Fairytale",7.79,57084,"TV","Manga",12,"Finished Airing",2021-10-09,2021-12-25,11,"Fall","2021","Saturday","01:53","Pony Canyon, Bit grooove promotion","Funimation","SynergySP","Comedy, Drama, Romance",NA,"Shounen","23 min","PG-13 - Teens 13 or older",1579,135931,1113,39,48,"https://myanimelist.net/anime/45055/Taishou_Otome_Otogibanashi","https://cdn.myanimelist.net/r/50x70/images/anime/1662/118849.jpg?s=66a26d9a14c9a55a1ced7181a09ce4e8"
16870,953,"The Last: Naruto the Movie","Naruto Shippuden the Movie 7: The Last","Naruto Movie 10: Naruto the Movie: The Last,Naruto: Shippuuden Movie 7 - The Last",7.79,392941,"Movie","Manga",1,"Finished Airing",2014-12-06,NA,NA,NA,NA,NA,NA,"TV Tokyo, Shueisha","VIZ Media","Pierrot","Action, Adventure, Fantasy, Romance",NA,"Shounen","1 hr 52 min","PG-13 - Teens 13 or older",350,589117,2152,39,64,"https://myanimelist.net/anime/16870/The_Last__Naruto_the_Movie","https://cdn.myanimelist.net/r/50x70/images/anime/1491/134498.jpg?s=5901e3c64e9aa59250cd36194ada2e31"
22319,954,"Tokyo Ghoul","Tokyo Ghoul","Tokyo Kushu, Toukyou Kushu, Toukyou Ghoul",7.79,1817218,"TV","Manga",12,"Finished Airing",2014-07-04,2014-09-19,11,"Summer","2014","Friday","00:00","Marvelous AQL, TC Entertainment, Shueisha","Funimation","Pierrot","Action, Fantasy, Horror","Gore, Psychological","Seinen","24 min","R - 17+ (violence & profanity)",9,2741292,49594,288,444,"https://myanimelist.net/anime/22319/Tokyo_Ghoul","https://cdn.myanimelist.net/r/50x70/images/anime/1498/134443.jpg?s=b6b415f545ed3a21b995f78dc73acde2"
34375,955,"Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 2 - Tamashii",NA,"Yuki Yuna Is A Hero: Washio Sumi Chapter 2 - Spirit",7.79,5283,"Movie","Light novel",1,"Finished Airing",2017-04-15,NA,NA,NA,NA,NA,NA,"Pony Canyon",NA,"Studio Gokumi","Drama, Fantasy, Slice of Life",NA,NA,"47 min","PG-13 - Teens 13 or older",5346,14227,25,4,4,"https://myanimelist.net/anime/34375/Yuuki_Yuuna_wa_Yuusha_de_Aru__Washio_Sumi_no_Shou_2_-_Tamashii","https://cdn.myanimelist.net/r/50x70/images/anime/9/86480.jpg?s=1ea090a4a96cbd022ecac56805d506ac"
34451,956,"Kekkai Sensen & Beyond","Blood Blockade Battlefront & Beyond","Bloodline Battlefront & Beyond",7.79,191807,"TV","Manga",12,"Finished Airing",2017-10-08,2017-12-24,11,"Fall","2017","Sunday","03:08","Nihon Ad Systems, Mainichi Broadcasting System, TOHO animation, Shueisha","Funimation","Bones","Action, Fantasy","Super Power, Vampire","Shounen","24 min","R - 17+ (violence & profanity)",510,425897,1638,34,51,"https://myanimelist.net/anime/34451/Kekkai_Sensen___Beyond","https://cdn.myanimelist.net/r/50x70/images/anime/3/88282.jpg?s=8e72cada2526b48e61996dce69b964af"
97,957,"Last Exile","Last Exile",NA,7.79,70377,"TV","Original",26,"Finished Airing",2003-04-08,2003-09-30,25,"Spring","2003","Tueday","01:30","GDH, Victor Entertainment, TV Tokyo Music","Funimation, Geneon Entertainment USA","Gonzo","Action, Adventure, Sci-Fi",NA,NA,"24 min","PG-13 - Teens 13 or older",1320,171962,1836,35,49,"https://myanimelist.net/anime/97/Last_Exile","https://cdn.myanimelist.net/r/50x70/images/anime/7/10888.jpg?s=5f73f350f5e8e964d7c125c44e6ac4e9"
19613,958,"New Initial D Movie: Legend 1 - Kakusei","Initial D Legend 1 Awakening","Shin Gekijouban Initial D: Legend 1 - Kakusei",7.79,18148,"Movie","Manga",1,"Finished Airing",2014-08-24,NA,NA,NA,NA,NA,NA,"Shochiku, Kodansha, Ultra Super Pictures, Avex Pictures, Sammy","Sentai Filmworks","SANZIGEN, LIDENFILMS",NA,NA,"Seinen","1 hr 2 min","PG-13 - Teens 13 or older",3546,36566,80,6,13,"https://myanimelist.net/anime/19613/New_Initial_D_Movie__Legend_1_-_Kakusei","https://cdn.myanimelist.net/r/50x70/images/anime/7/75648.jpg?s=881bb8d0f952b8cec40bfae54881d395"
40858,959,"Psycho-Pass 3: First Inspector",NA,NA,7.79,37449,"ONA","Original",3,"Finished Airing",2020-03-27,NA,NA,NA,NA,NA,NA,"Dentsu, Fuji TV, Nitroplus, Sony Music Entertainment, TOHO animation, MAGNET",NA,"Production I.G","Action, Mystery, Sci-Fi","Adult Cast, Detective, Psychological",NA,"46 min","R - 17+ (violence & profanity)",2085,92658,154,10,16,"https://myanimelist.net/anime/40858/Psycho-Pass_3__First_Inspector","https://cdn.myanimelist.net/r/50x70/images/anime/1085/110722.jpg?s=bf29172117d60cb6c6b17c818407681e"
397,960,"Seikai no Senki II","Banner of the Stars II","Battle Flag of the Stars II",7.79,11643,"TV","Light novel",10,"Finished Airing",2001-07-11,2001-09-26,11,"Summer","2001","Unknown",NA,"Bandai Visual, WOWOW","Funimation, Bandai Entertainment","Sunrise","Action, Romance, Sci-Fi","Military, Space",NA,"25 min","PG-13 - Teens 13 or older",4371,23390,119,4,4,"https://myanimelist.net/anime/397/Seikai_no_Senki_II","https://cdn.myanimelist.net/r/50x70/images/anime/12/61109.jpg?s=388bac852c76c3f19e5c1f8451499e5a"
